denuncia_numero;fecha;hora;mins;hecho_provincia;hecho_municipio;hecho_localidad;hecho_discriminacion;hecho_irregularidades;hecho_lugar;hecho_cometido_por;hecho_tipo_violencia;hecho_accion_realizada;denuncia_estado;denuncia_fecha_cambio_estado;denuncia_via_ingreso;denuncia_fecha_hora_carga;hecho_provincia_id
901;23/8/2015;6;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el interior del local;Controladores;Agresión física;;Derivado;25/9/2015;Call Center;3/9/2015 16:42;2
903;6/9/2015;3;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el interior del local;Personas vinculadas a la empresa;;;Derivado;9/9/2015;Página web de RENCAP ;7/9/2015 13:09;2
904;29/8/2015;1;30;Santa Fe;Rosario;Rosario;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Controladores;;;Derivado;16/9/2015;Call Center;8/9/2015 16:36;82
905;20/9/2015;2;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personal de empresas de seguridad;;;Derivado;22/9/2015;Página web de RENCAP ;20/9/2015 16:25;2
906;19/9/2015;23;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;;En el acceso local;Personal de empresas de seguridad;;;Derivado;29/9/2015;Call Center;23/9/2015 13:01;2
907;20/9/2015;0;15;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Racial;;En el acceso local;Controladores - Policias;Agresión física;;Derivado;25/9/2015;Call Center;23/9/2015 13:11;14
908;20/9/2015;6;0;Buenos Aires;Lomas de Zamora;Lomas de Zamora;;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el interior del local;Controladores;Agresión física;Se hizo denuncia policial;Derivado;24/9/2015;Call Center;23/9/2015 13:18;6
909;4/7/2015;4;40;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;El personal de control no esta identificado;En el acceso local;Controladores - Personal de empresas de seguridad;Agresión verbal - Agresión física;Se hizo denuncia policial;Derivado;30/9/2015;Call Center;23/9/2015 18:35;2
910;27/9/2015;2;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Otros;;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión física;Se solicitó asistencia policial;Derivado;1/10/2015;Página web de RENCAP ;1/10/2015 11:52;2
911;4/10/2015;2;33;Buenos Aires;Pinamar;Pinamar;Por aspecto físico;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores;Agresión física;;Derivado;30/10/2015;Página web de RENCAP ;4/10/2015 16:55;6
912;11/10/2015;3;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;El personal de control no esta identificado;En el interior del local;Personal de empresas de seguridad;Agresión verbal;;Derivado;14/10/2015;Página web de RENCAP ;11/10/2015 21:26;2
913;11/10/2015;4;0;Buenos Aires;General Pueyrredón;Mar del Plata;;;En el interior del local;Controladores;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;20/10/2015;Call Center;14/10/2015 15:19;6
914;18/10/2015;1;1;Buenos Aires;General Pueyrredón;Mar del Plata;Por aspecto físico;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;4/11/2015;Página web de RENCAP ;18/10/2015 13:39;6
919;31/10/2015;23;40;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Personas vinculadas a la empresa;;;Desestimado;4/11/2015;Página web de RENCAP ;31/10/2015 23:50;2
920;31/10/2015;11;15;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;San Telmo;Por aspecto físico - Por indumentaria - Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Controladores;;;Desestimado;4/11/2015;Página web de RENCAP ;1/11/2015 00:51;2
921;7/11/2015;2;20;Buenos Aires;Bahía Blanca;Bahía Blanca;Por aspecto físico;;En el acceso local;Personal de empresas de seguridad;;;Derivado;25/11/2015;Call Center;10/11/2015 13:53;6
922;23/11/2015;17;30;Ciudad Autónoma de Buenos Aires;Barrio Parque Avellaneda;;;;;Policias;Agresión física;;Desestimado;24/11/2015;Página web de RENCAP ;24/11/2015 10:56;2
923;28/11/2015;3;0;Mendoza;Las Heras;LAS HERAS;Por aspecto físico;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;Se hizo denuncia ante la fiscalia;Derivado;2/12/2015;Página web de RENCAP ;29/11/2015 18:34;50
924;28/11/2015;3;8;Mendoza;Las Heras;LAS HERAS;Por aspecto físico - Por indumentaria;;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;Se hizo denuncia policial;Derivado;9/12/2015;Página web de RENCAP ;29/11/2015 19:10;50
925;28/11/2015;3;0;Mendoza;Las Heras;LAS HERAS;Por aspecto físico - Otros;;En el acceso local;Personas vinculadas a la empresa;;;Derivado;2/12/2015;Página web de RENCAP ;29/11/2015 19:22;50
926;27/11/2015;2;0;Buenos Aires;Morón;El Palomar;Racial;El personal de control no esta identificado - Presencia de menores;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;21/12/2015;Call Center;4/12/2015 14:54;6
927;12/12/2015;5;30;Ciudad Autónoma de Buenos Aires;Barrio San Nicolás;;;;En el interior del local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión física;;Derivado;5/1/2016;Página web de RENCAP ;12/12/2015 14:53;2
931;10/12/2015;22;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores;Agresión verbal;;Derivado;18/12/2015;Call Center;15/12/2015 13:26;2
932;5/12/2015;4;30;Ciudad Autónoma de Buenos Aires;Barrio Almagro;;Por indumentaria;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Derivado;22/12/2015;Call Center;15/12/2015 13:34;2
933;23/12/2015;0;0;Buenos Aires;General San Martín;Gral. San Martín;;Hay mas personas que las permitidas por la habilitación - Presencia de menores;En el interior del local - En el acceso local - En las proximidades del local;;;;Desestimado;5/1/2016;Página web de RENCAP ;23/12/2015 00:01;6
934;1/1/2016;23;33;Ciudad Autónoma de Buenos Aires;Barrio Almagro;;;Presencia de menores;;Controladores;;Se hizo denuncia policial;Desestimado;17/2/2016;Página web de RENCAP ;5/1/2016 19:33;2
935;16/1/2016;6;30;Buenos Aires;General Pueyrredón;Mar del Plata;Otros;;En el interior del local;Personas vinculadas a la empresa;Agresión física;;Derivado;27/1/2016;Página web de RENCAP ;18/1/2016 09:53;6
936;22/1/2016;1;30;Buenos Aires;General Pueyrredón;Mar del Plata;Por aspecto físico;;En el acceso local;Personal de empresas de seguridad;;;Derivado;28/1/2016;Call Center;28/1/2016 15:03;6
937;4/7/2015;2;0;Córdoba;Villa Dolores;VILLA DOLORES;Por orientacion sexual;;En el interior del local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;28/1/2016;Call Center;28/1/2016 15:15;14
938;1/1/2016;2;15;Buenos Aires;General Pueyrredón;Mar del Plata;Por aspecto físico - Racial;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;2/2/2016;Call Center;28/1/2016 15:25;6
939;31/1/2016;0;40;Buenos Aires;San Isidro;;Por indumentaria;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;1/2/2016;Call Center;1/2/2016 15:41;6
940;14/2/2016;1;20;Ciudad Autónoma de Buenos Aires;Barrio Villa Pueyrredón;;Por aspecto físico - Por indumentaria - Racial;No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores;;Controladores;Agresión verbal - Agresión física;;Derivado;19/2/2016;Página web de RENCAP ;14/2/2016 06:10;2
941;19/12/1994;0;0;Ciudad Autónoma de Buenos Aires;Barrio Villa Pueyrredón;;;;En el interior del local;;Agresión verbal - Agresión física - Agresión sexual;Se solicitó asistencia policial;Desestimado;1/3/2016;Página web de RENCAP ;16/2/2016 03:30;2
942;12/2/2016;5;0;Buenos Aires;La Matanza;Ramos Mejía;;;En el acceso local;Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;15/3/2016;Call Center;22/2/2016 11:08;6
949;6/3/2016;1;0;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;Otros;;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;15/3/2016;Página web de RENCAP ;7/3/2016 14:47;2
950;6/3/2016;2;0;Buenos Aires;La Matanza;Ramos Mejía;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;4/4/2016;Call Center;8/3/2016 13:43;6
951;11/1/2016;16;16;Ciudad Autónoma de Buenos Aires;Barrio Retiro;;;;En las proximidades del local;;Agresión verbal;;Desestimado;29/3/2016;Página web de RENCAP ;14/3/2016 15:24;2
952;21/3/2016;0;15;Mendoza;Godoy Cruz;GODOY CRUZ;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;22/3/2016;Call Center;21/3/2016 16:04;50
953;17/2/2016;0;0;Buenos Aires;Esteban Echeverría;Monte Grande;;;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;29/3/2016;Call Center;21/3/2016 17:48;6
959;19/3/2016;0;0;Buenos Aires;Morón;Haedo;;;En el interior del local;Personal de empresas de seguridad;Agresión física;;Derivado;6/4/2016;Call Center;22/3/2016 14:34;6
962;6/3/2016;3;30;Buenos Aires;Florencio Varela;Fcio. Varela;;El personal de control no esta identificado;En el acceso local;Controladores;Agresión física;;Derivado;5/4/2016;Call Center;28/3/2016 15:55;6
963;26/3/2016;20;0;Ciudad Autónoma de Buenos Aires;Barrio Villa Pueyrredón;;Racial;;En el acceso local;Personas vinculadas a la empresa;;;Derivado;28/3/2016;Call Center;28/3/2016 16:02;2
965;20/3/2016;19;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;;Por aspecto físico;;;Controladores;Agresión verbal - Agresión física;;Derivado;31/3/2016;Call Center;30/3/2016 15:42;2
966;26/3/2016;1;0;Buenos Aires;San Vicente;San Vicente;Por orientacion sexual;Presencia de menores;En el acceso local;Controladores;Agresión verbal;;Derivado;31/3/2016;Call Center;30/3/2016 17:36;6
968;12/3/2016;1;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Racial;;En el acceso local;Controladores;;;Derivado;4/4/2016;Call Center;4/4/2016 15:01;2
969;3/4/2016;7;20;Buenos Aires;La Plata;La Plata;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores;;;Derivado;5/4/2016;Call Center;5/4/2016 14:27;6
972;31/3/2016;20;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;8/4/2016;Página web de RENCAP ;7/4/2016 17:16;2
973;24/3/2016;2;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico - Racial;;En el acceso local;Controladores;;Se solicitó asistencia policial;Derivado;8/4/2016;Call Center;7/4/2016 17:28;2
974;10/4/2016;0;40;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico - Por indumentaria - Racial;;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;13/4/2016;Página web de RENCAP ;11/4/2016 16:41;2
977;1/4/2016;0;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Almagro;Por aspecto físico;;En el interior del local;;Agresión sexual;;Desestimado;20/4/2016;Call Center;14/4/2016 15:36;2
978;10/4/2016;1;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;;En el interior del local - En el acceso local;Controladores - Personas vinculadas a la empresa;Agresión verbal;;Derivado;2/5/2016;Call Center;14/4/2016 17:52;2
979;12/3/2016;1;45;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Racial;;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;19/4/2016;Call Center;19/4/2016 14:06;2
980;10/2/2016;10;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;;Otros;;;;;;Desestimado;3/5/2016;Página web de RENCAP ;1/5/2016 22:21;2
988;8/5/2016;5;30;Misiones;Oberá;OBERA;;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el interior del local - En el acceso local;Controladores;Agresión verbal - Agresión física;;Derivado;9/5/2016;Call Center;9/5/2016 11:31;54
990;29/4/2016;2;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;;Racial;;;Controladores;;;Derivado;23/5/2016;Call Center;10/5/2016 16:57;2
992;7/8/2007;1;0;Mendoza;Mendoza;MENDOZA;Otros;No exhibe nomina de personal de control habilitado;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;Se hizo denuncia ante la fiscalia;Desestimado;16/5/2016;Página web de RENCAP ;13/5/2016 11:08;50
993;7/8/2007;11;1;Mendoza;Mendoza;MENDOZA;Otros;No exhibe nomina de personal de control habilitado;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;Se hizo denuncia ante la fiscalia;Desestimado;16/5/2016;Página web de RENCAP ;13/5/2016 11:15;50
994;22/5/2016;3;32;Chubut;Comodoro Rivadavia;COMODORO RIVADAVIA;Por aspecto físico - Racial;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;;Agresión verbal - Agresión física;;Derivado;30/5/2016;Página web de RENCAP ;22/5/2016 06:32;26
995;14/5/2016;2;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;26/5/2016;Página web de RENCAP ;24/5/2016 16:27;2
997;28/5/2016;2;54;Tucumán;Lules;LULES;Por aspecto físico;;En el acceso local;Personal de empresas de seguridad;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;6/6/2016;Página web de RENCAP ;30/5/2016 10:00;90
998;12/5/2016;20;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico;El personal de control no esta identificado;En el acceso local;;;;Derivado;3/6/2016;Call Center;31/5/2016 10:55;2
999;15/5/2016;1;40;Buenos Aires;La Matanza;Ramos Mejía;Por aspecto físico;;En el acceso local;;;;Derivado;3/6/2016;Call Center;31/5/2016 11:05;6
1000;29/5/2016;3;0;Buenos Aires;San Pedro;San Pedro;;;En el acceso local;Controladores;Agresión física;;Derivado;4/7/2016;Call Center;1/6/2016 07:54;6
1001;4/6/2016;0;0;Buenos Aires;Morón;Morón;Por aspecto físico;No exhibe nomina de personal de control habilitado;En el acceso local;Controladores;;;Derivado;9/6/2016;Call Center;9/6/2016 14:45;6
1006;12/6/2016;23;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el interior del local - En el acceso local;Controladores;Agresión verbal - Agresión física;;Derivado;14/6/2016;Call Center;14/6/2016 13:09;2
1007;11/6/2016;6;2;Buenos Aires;Bragado;Bragado;;Hay mas personas que las permitidas por la habilitación - Presencia de menores;En el interior del local - En las proximidades del local;;;;Derivado;15/6/2016;Página web de RENCAP ;14/6/2016 18:09;6
1008;19/6/2016;20;0;Buenos Aires;Lomas de Zamora;Banfield;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Controladores;;;Derivado;22/6/2016;Call Center;22/6/2016 11:31;6
1009;24/6/2016;2;20;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;5/7/2016;Página web de RENCAP ;25/6/2016 13:42;2
1010;25/6/2016;2;16;Buenos Aires;Bahía Blanca;Bahía Blanca;Otros;Presencia de menores;En el acceso local;;;;Derivado;4/7/2016;Página web de RENCAP ;25/6/2016 14:16;6
1011;24/6/2016;3;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Racial;No exhibe nomina de personal de control habilitado;En el acceso local;Personas vinculadas a la empresa;;;Derivado;1/7/2016;Página web de RENCAP ;30/6/2016 18:53;2
1012;3/7/2016;2;5;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;3/8/2016;Página web de RENCAP ;3/7/2016 03:43;2
1017;26/6/2016;0;55;Buenos Aires;Chacabuco;Chacabuco;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores - Personal de empresas de seguridad;Agresión física;;Derivado;6/7/2016;Página web de RENCAP ;5/7/2016 19:21;6
